FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITYDATA COMPLETENESS BETWEEN 2013-2018,
westport-9441102-usa-noaa,Westport,9441102,USA,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,46.90431,-124.105083,Unspecified,2006-01-01 1:00,2021-07-31 23:00,16,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.81
lower_escuminac-2000-can-meds,Lower_Escuminac,2000,CAN,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,47.08,-64.88,Unspecified,1963-08-07 4:00,2021-04-06 13:00,50,0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.81
shiraoiko-1625-jpn-jodc_pahb,Shiraoiko,1625,JPN,JODC_PAHB,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Ports and Harbours Bureau,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,42.5214,141.3206,Unspecified,2010-12-31 15:00,2019-12-31 14:00,10,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,99.8
vung_tau-383b-vnm-uhslc,Vung_Tau,383B,VNM,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,10.34,107.072,Unspecified,2007-10-15 12:00,2018-12-31 23:00,12,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.79
lubang-655a-phl-uhslc,Lubang,655A,PHL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,13.818,120.202,Unspecified,2010-06-11 7:00,2018-12-31 23:00,9,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.78
oyster_landing_n_inlet_estuary-8662245-usa-noaa,Oyster_Landing_N_Inlet_Estuary,8662245,USA,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,33.3517,-79.1867,Unspecified,2001-01-01 1:00,2020-12-31 23:00,20,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.78
napier-668a-nzl-uhslc,Napier,668A,NZL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Land Information New Zealand  New Zealand ,Unspecified,Unspecified,-39.483,176.917,Unspecified,1989-01-01 0:00,2018-12-31 11:00,27,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.78
port_vila-046b-vut-uhslc,Port_Vila,046B,VUT,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,-17.762,168.293,Unspecified,1993-01-15 1:00,2018-12-31 23:00,26,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.78
belledune-2145-can-meds,Belledune,2145,CAN,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,47.9,-65.85,Unspecified,1964-07-15 3:00,2021-04-06 14:00,24,0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.77
kashiwazaki-gs08-jpn-jodc_giaj,Kashiwazaki,GS08,JPN,JODC_GIAJ,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Geospatial Information Authority of Japan,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,37.35666667,138.5086167,Unspecified,1954-12-31 15:00,2019-12-31 14:00,65,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,99.77
hobart-339a-aus-uhslc,Hobart,339A,AUS,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,-42.877,147.342,Unspecified,1985-03-29 8:00,2018-12-31 23:00,32,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.76
nishinoomote-hd21-jpn-jodc_jcg,Nishinoomote,HD21,JPN,JODC_JCG,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Coast Guard,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,30.735,130.9922167,Unspecified,1964-12-31 15:00,2019-12-31 14:00,55,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,99.76
bella_bella_bc-8976-can-meds,Bella_Bella_BC,8976,CAN,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,52.16,-128.14,Unspecified,1906-01-01 18:00,2021-02-01 7:00,62,0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.76
sewells_point-8638610-usa-noaa,Sewells_Point,8638610,USA,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,36.946701,-76.330002,Unspecified,1927-01-01 1:00,2021-08-31 23:00,95,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.75
nome_ak-595a-usa-uhslc,Nome_AK,595A,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,64.5,-165.43,Unspecified,1992-10-01 0:00,2018-12-31 23:00,25,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.75
bundaberg_burnett_heads-59820-aus-bom,Bundaberg_Burnett_Heads,59820,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and State of Queensland ,https://www.qld.gov.au/environment/coasts-waterways/beach/storm/storm-sites,tides@bom.gov.au,-24.7667,152.3833,GDA,1966-02-16 6:00,2019-12-31 23:00,54,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.74
monbetsuko-1609-jpn-jodc_pahb,Monbetsuko,1609,JPN,JODC_PAHB,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Ports and Harbours Bureau,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,44.355,143.36195,Unspecified,2010-12-31 15:00,2019-12-31 14:00,10,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,99.73
geraldton-62290-aus-bom,Geraldton,62290,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and Western Australian Department of Transport,https://www.transport.wa.gov.au,contact.centre@transport.wa.gov.au,-28.776,114.6019,GDA,1963-10-31 0:00,2019-12-31 23:00,57,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.73
stavanger-svg-nor-nhs,Stavanger,SVG,NOR,NHS,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,58.974339,5.730121,Unspecified,1918-12-31 23:00,2020-12-31 23:00,96,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.73
cape_ferguson-h033007a-aus-bom,Cape_Ferguson,H033007A,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,The State of Queensland,https://www.qld.gov.au/environment/coasts-waterways/beach/storm/storm-sites,Unspecified,-19.27,147.05,GDA,1995-12-31 14:00,2019-12-31 13:50,25,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.72
ulladulla-216471-aus-bom,Ulladulla,216471,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Manly Hydraulics Laboratory,https://mhl.nsw.gov.au/Data-OceanTide,Unspecified,-35.3577,150.4765,GDA,2007-12-06 5:30,2020-02-26 23:45,13,0,Australian Height Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.72
borkum_fischerbalje-bor-deu-bfg,Borkum_Fischerbalje,Bor,DEU,BfG,Bundesanstalt Fur Gewasserkunde (Federal Institute of Hydrology),https://www.bafg.de/EN/Home/homepage_en_node.html,Datenstelle-M1@bafg.de,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.gdws.wsv.bund.de/DE/startseite/startseite_node.html,https://www.gdws.wsv.bund.de/DE/service-navi/kontakt/kontakt_node.html,53.557436,6.747809,Unspecified,1996-10-01 0:00,2020-12-31 23:00,25,0,PNP,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.72
juan_fernandez-021b-chl-uhslc,Juan_Fernandez,021B,CHL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Servicio Hidrografico y Oceanografico de la Armada (SHOA)  CHL ,Unspecified,Unspecified,-33.637,-78.83,Unspecified,1985-09-04 17:00,2018-12-31 23:00,34,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.72
asamushi-gs06-jpn-jodc_giaj,Asamushi,GS06,JPN,JODC_GIAJ,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Geospatial Information Authority of Japan,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,40.8975,140.8591667,Unspecified,1953-12-31 15:00,2019-12-31 14:00,66,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,99.71
chiba-hd06-jpn-jodc_jcg,Chiba,HD06,JPN,JODC_JCG,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Coast Guard,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,35.56805,140.04555,Unspecified,1964-12-31 15:00,2019-12-31 14:00,56,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,99.71
motril-mot-esp-cmems,Motril,Mot,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_662,instacco@ifremer.fr,Puertos del Estado (Spain),http://www.puertos.es/,mar@puertos.es cmems-service@puertos.es,36.720001,-3.5239999,Unspecified,2005-01-01 0:00,2021-01-31 23:00,17,0,Harbour Local Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.71
bunbury-62190-aus-bom,Bunbury,62190,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and Western Australian Department of Transport,https://www.transport.wa.gov.au,contact.centre@transport.wa.gov.au,-33.3234,115.66,GDA,1963-11-01 5:00,2019-12-31 23:00,55,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.7
mausund-msu-nor-nhs,Mausund,MSU,NOR,NHS,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,63.869331,8.665231,Unspecified,2011-01-01 0:00,2020-12-31 23:00,10,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.7
urangan-59850-aus-bom,Urangan,59850,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and State of Queensland ,https://www.qld.gov.au/environment/coasts-waterways/beach/storm/storm-sites,tides@bom.gov.au,-25.2983,152.9083,GDA,1986-09-25 1:00,2019-12-31 23:00,34,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.7
nikolski-9462450-usa-noaa,Nikolski,9462450,USA,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,52.94061,-168.871306,Unspecified,2006-01-01 1:00,2021-07-31 23:00,16,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.69
santa_cruz-030a-ecu-uhslc,Santa_Cruz,030A,ECU,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,-0.755,-90.313,Unspecified,1978-10-19 17:00,2018-12-31 23:00,41,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.69
hillarys-132a-aus-uhslc,Hillarys,132A,AUS,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,-31.825,115.738,Unspecified,1992-01-01 0:00,2018-12-31 23:00,27,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.69
ishigaki-365a-jpn-uhslc,Ishigaki,365A,JPN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,Unspecified,Unspecified,24.333,124.15,Unspecified,1969-01-01 0:00,2018-12-31 14:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.68
melbourne_williamstown-60780-aus-bom,Melbourne_Williamstown,60780,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and Victorian Ports Corporation,https://www.vicports.vic.gov.au/Pages/default.aspx,tides@bom.gov.au,-37.8657,144.9165,GDA,1966-01-28 2:00,2019-12-31 23:00,54,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.67
churchill-274a-can-uhslc,Churchill,274A,CAN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Marine Environmental Data Service  Department of Fisheries and Oceans  Canada ,Unspecified,Unspecified,58.767,-94.183,Unspecified,1961-11-01 7:00,2018-12-31 23:00,58,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.67
boston_ma-741a-usa-uhslc,Boston_MA,741A,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,42.355,-71.052,Unspecified,1921-05-03 5:00,2018-12-31 23:00,98,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.66
alesund-aes-nor-nhs,Alesund,AES,NOR,NHS,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,62.469414,6.151946,Unspecified,1960-12-31 23:00,2020-12-31 9:00,61,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.66
minamidaito-ma82-jpn-jodc_jma,Minamidaito,MA82,JPN,JODC_JMA,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Meteorological Agency,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,25.8686,131.2281,Unspecified,2006-12-31 15:00,2019-12-31 14:00,13,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,99.65
santander-san-esp-cmems,Santander,San,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_683,instacco@ifremer.fr,Puertos del Estado (Spain),http://www.puertos.es/,mar@puertos.es cmems-service@puertos.es,43.460999,-3.7909999,Unspecified,1992-07-01 5:00,2021-01-31 23:00,30,0,Harbour Local Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.65
penrhyn-024a-cok-uhslc,Penrhyn,024A,COK,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,-8.977,-158.053,Unspecified,1977-04-16 21:00,2018-12-31 23:00,42,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.64
kujiko-0111-jpn-jodc_pahb,Kujiko,111,JPN,JODC_PAHB,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Ports and Harbours Bureau,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,40.19221667,141.7966667,Unspecified,2000-12-31 15:00,2019-12-31 14:00,19,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,99.63
spikarna-2061-swe-smhi,Spikarna,2061,SWE,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,62.3633,17.5311,Unspecified,1968-09-24 11:00,2021-04-15 0:00,54,0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.63
ibiza-ibi-esp-cmems,Ibiza,Ibi,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_637,instacco@ifremer.fr,Puertos del Estado (Spain),http://www.puertos.es/,mar@puertos.es cmems-service@puertos.es,38.911098,1.44972,Unspecified,2003-01-01 5:00,2021-01-31 23:00,19,0,Harbour Local Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.61
tanjong_pagar-699a-sgp-uhslc,Tanjong_Pagar,699A,SGP,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Maritime and Port of Singapore Authority  Hydrographic Department  Singapore ,Unspecified,Unspecified,1.262,103.853,Unspecified,1988-01-01 0:00,2018-12-31 15:00,31,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.61
cairns-59060-aus-bom,Cairns,59060,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and State of Queensland ,https://www.qld.gov.au/environment/coasts-waterways/beach/storm/storm-sites,tides@bom.gov.au,-16.9267,145.78,GDA,1960-05-31 14:00,2019-12-31 23:00,49,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.6
chichijima-047a-jpn-uhslc,Chichijima,047A,JPN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,Unspecified,Unspecified,27.1,142.183,Unspecified,1975-03-31 1:00,2018-12-31 14:00,44,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.6
nakano_shima-345a-jpn-uhslc,Nakano_Shima,345A,JPN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Japan Oceanographic Data Center  Japan ,Unspecified,Unspecified,29.842,129.842,Unspecified,1984-01-29 15:00,2018-12-31 14:00,35,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.6
saint_malo-410-fra-refmar,Saint_Malo,410,FRA,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,48.640812,-2.028103,Unspecified,1986-04-09 23:00,2021-01-01 0:00,31,0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.58
key_west_fl-242a-usa-uhslc,Key_West_FL,242A,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,24.553,-81.808,Unspecified,1913-01-19 6:00,2018-12-31 23:00,106,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.58
